id,season,country,comp_level,lg_finish,squad,age,minutes_90s,sca,sca_per90,gca,gca_per90
563a68ad,2019-2020,ITA,1. Serie A,12th,Bologna,31,19.8,32,1.61,1,0.05
56413b1f,2019-2020,GER,1. Bundesliga,5th,Leverkusen,30,23.5,42,1.78,4,0.17
56f7a928,2019-2020,ENG,1. Premier League,5th,Leicester City,22,31.4,95,3.02,9,0.29
570bb4b9,2019-2020,ITA,1. Serie A,8th,Sassuolo,19,17.4,66,3.78,6,0.34
5722eced,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,19,3.4,14,4.1,3,0.88
57be54ec,2019-2020,ESP,1. La Liga,11th,Athletic Club,21,5.9,3,0.51,0,0
57df7a11,2019-2020,ENG,1. Premier League,16th,West Ham,25,10.4,10,0.96,1,0.1
57e3f0c7,2019-2020,ENG,1. Premier League,8th,Arsenal,24,22.3,66,2.96,9,0.4
582a5247,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,1.1,3,2.81,1,0.94
58a9a4d9,2019-2020,ESP,1. La Liga,4th,Sevilla,24,17.7,41,2.31,7,0.39
58afe001,2019-2020,ESP,1. La Liga,8th,Getafe,23,34.1,37,1.09,4,0.12
58eee997,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,17,14.7,36,2.45,7,0.48
59b7d823,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,6.9,14,2.02,2,0.29
59be3a74,2019-2020,ITA,1. Serie A,4th,Lazio,19,0.7,6,8.71,1,1.45
59e4b92e,2019-2020,GER,1. Bundesliga,15th,Augsburg,25,29.4,25,0.85,4,0.14
59e6e5bf,2019-2020,ENG,1. Premier League,12th,Everton,22,29.2,56,1.92,2,0.07
5a2cb25d,2019-2020,ITA,1. Serie A,9th,Hellas Verona,22,32.4,75,2.31,5,0.15
5a4280b1,2019-2020,ENG,1. Premier League,10th,Burnley,28,6.3,2,0.32,1,0.16
5a626448,2019-2020,ESP,1. La Liga,5th,Villarreal,25,25.8,60,2.33,10,0.39
5a7301ae,2019-2020,ENG,1. Premier League,7th,Wolves,24,31.1,19,0.61,1,0.03
5aa53281,2019-2020,ITA,1. Serie A,5th,Roma,23,30.4,24,0.79,5,0.16
5aaef9ef,2019-2020,ITA,1. Serie A,11th,Parma,32,21.5,47,2.19,10,0.47
5ab0ea87,2019-2020,ESP,1. La Liga,2nd,Barcelona,31,27.6,57,2.07,11,0.4
5acc4a10,2019-2020,ENG,1. Premier League,19th,Watford,31,29.2,44,1.51,3,0.1
5bd72174,2019-2020,ITA,1. Serie A,8th,Sassuolo,31,32.6,93,2.86,16,0.49
5c2b4f07,2019-2020,ENG,1. Premier League,6th,Tottenham,26,30,48,1.6,5,0.17
5c397195,2019-2020,ITA,1. Serie A,8th,Sassuolo,23,4.3,10,2.34,1,0.23
5c4bf6ba,2019-2020,GER,1. Bundesliga,13th,Mainz 05,24,21.5,2,0.09,0,0
5c4dc0ff,2019-2020,ESP,1. La Liga,1st,Real Madrid,25,0.5,2,4,1,2
5c7845f6,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,29.3,13,0.44,1,0.03
5c96b017,2019-2020,ESP,1. La Liga,10th,Osasuna,26,24.3,98,4.03,7,0.29
5ca20b7a,2019-2020,ESP,1. La Liga,6th,Real Sociedad,27,28.3,31,1.1,8,0.28
5cbd1eb0,2019-2020,ENG,1. Premier League,14th,Crystal Palace,19,2.2,5,2.31,0,0
5cdddffa,2019-2020,ENG,1. Premier League,6th,Tottenham,22,11.2,28,2.5,2,0.18
5ce0b5ba,2019-2020,ESP,1. La Liga,6th,Real Sociedad,29,2.4,2,0.83,0,0
5ceba7fc,2019-2020,ESP,1. La Liga,5th,Villarreal,26,11,23,2.08,5,0.45
5cec2487,2019-2020,ENG,1. Premier League,15th,Brighton,28,21.1,38,1.8,3,0.14
5d4f7d61,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,14.4,37,2.57,5,0.35
5d8d7454,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,22.7,32,1.41,4,0.18
5d8e331f,2019-2020,GER,1. Bundesliga,8th,Freiburg,29,30.9,44,1.42,2,0.06
5dcf3e90,2019-2020,ESP,1. La Liga,11th,Athletic Club,22,33.2,4,0.12,0,0
5ddb8f9f,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,26,15.4,40,2.59,10,0.65
5dfc6ad5,2019-2020,GER,1. Bundesliga,2nd,Dortmund,30,24.9,29,1.16,9,0.36
5e861944,2019-2020,ITA,1. Serie A,2nd,Inter,25,2.9,21,7.3,0,0
5e861944,2019-2020,ITA,1. Serie A,7th,Napoli,25,8.3,39,4.72,4,0.48
5ea8ef20,2019-2020,ENG,1. Premier League,8th,Arsenal,20,19.4,34,1.75,2,0.1
5eae500a,2019-2020,ITA,1. Serie A,2nd,Inter,26,33.1,102,3.08,12,0.36
5ed9b537,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,6.3,3,0.47,0,0
5eecec3d,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,12.5,11,0.88,0,0
5efc5389,2019-2020,ITA,1. Serie A,14th,Cagliari,25,14.9,13,0.87,2,0.13
5fa57166,2019-2020,ITA,1. Serie A,9th,Hellas Verona,19,0.1,0,0,0,0
5fd5ed86,2019-2020,ITA,1. Serie A,16th,Torino,22,25.2,14,0.56,0,0
601ef102,2019-2020,ITA,1. Serie A,13th,Udinese,29,26.8,68,2.53,7,0.26
6025fab1,2019-2020,ESP,1. La Liga,1st,Real Madrid,33,22.2,89,4.01,16,0.72
603116a7,2019-2020,ESP,1. La Liga,1st,Real Madrid,31,14.4,50,3.47,7,0.49
603cb947,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,28,15.8,50,3.16,9,0.57
605eb473,2019-2020,ESP,1. La Liga,19th,Mallorca,34,36,3,0.08,0,0
610aa1e9,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,19,14,5,0.36,2,0.14
61220da2,2019-2020,ESP,1. La Liga,12th,Levante,26,35.1,134,3.82,12,0.34
61b3978f,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,26.7,29,1.09,2,0.07
61b62b33,2019-2020,ESP,1. La Liga,7th,Granada,24,13.5,39,2.88,2,0.15
6213fd82,2019-2020,ITA,1. Serie A,20th,SPAL,24,21.4,43,2.01,4,0.19
62437b4f,2019-2020,ITA,1. Serie A,13th,Udinese,23,3.8,19,5.01,0,0
62437b4f,2019-2020,ENG,1. Premier League,19th,Watford,23,0.8,0,0,0,0
6250083a,2019-2020,ENG,1. Premier League,6th,Tottenham,18,0.9,0,0,0,0
6265208f,2019-2020,ESP,1. La Liga,16th,Alavés,29,30.9,60,1.94,13,0.42
626fab5f,2019-2020,GER,1. Bundesliga,15th,Augsburg,23,13.1,11,0.84,2,0.15
62ab9184,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,25,9.2,15,1.63,0,0
62ba5881,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,25,1,0,0,0,0
635f2732,2019-2020,GER,1. Bundesliga,13th,Mainz 05,25,25.2,67,2.66,10,0.4
63f04c6c,2019-2020,ESP,1. La Liga,15th,Betis,23,15,27,1.8,0,0
6421ec64,2019-2020,ENG,1. Premier League,1st,Liverpool,27,2.1,4,1.95,0,0
6434f10d,2019-2020,ENG,1. Premier League,2nd,Manchester City,23,27.6,65,2.35,3,0.11
649b01d8,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,36,2,0.06,0,0
64ba07c0,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,6.4,11,1.72,1,0.16
64cd167d,2019-2020,ITA,1. Serie A,17th,Genoa,25,21.9,22,1,3,0.14
64e8ed6d,2019-2020,ESP,1. La Liga,12th,Levante,22,23.8,61,2.57,11,0.46
64f69877,2019-2020,GER,1. Bundesliga,5th,Leverkusen,27,22.7,75,3.3,15,0.66
652d4c37,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,7.1,31,4.37,5,0.71
6613c819,2019-2020,ENG,1. Premier League,16th,West Ham,24,11.6,8,0.69,1,0.09
66385c46,2019-2020,GER,1. Bundesliga,13th,Mainz 05,23,19.8,61,3.09,6,0.3
6639e500,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,23,16.5,56,3.4,6,0.36
66b76d44,2019-2020,ENG,1. Premier League,20th,Norwich City,22,27.4,138,5.04,9,0.33
6763373d,2019-2020,ESP,1. La Liga,13th,Valladolid,19,2.6,3,1.16,0,0
67669ce7,2019-2020,ESP,1. La Liga,7th,Granada,23,3,2,0.67,0,0
677da306,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,21.8,6,0.27,0,0
67cdbc0e,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,18.6,49,2.64,8,0.43
67f649be,2019-2020,ITA,1. Serie A,17th,Genoa,22,17,4,0.24,2,0.12
68252d6d,2019-2020,ITA,1. Serie A,3rd,Atalanta,31,18.5,132,7.14,21,1.14
6928979a,2019-2020,ITA,1. Serie A,2nd,Inter,22,22.4,55,2.46,5,0.22
69374ff5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,31,19.9,32,1.61,4,0.2
697295b1,2019-2020,ESP,1. La Liga,14th,Eibar,28,19.7,9,0.46,0,0
699fb8db,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,27,18,0.67,2,0.07
69cbc8b6,2019-2020,ESP,1. La Liga,20th,Espanyol,28,17,11,0.65,1,0.06
69cbc8b6,2019-2020,ESP,1. La Liga,8th,Getafe,28,17,5,0.29,0,0
6a99e0b1,2019-2020,ESP,1. La Liga,11th,Athletic Club,25,32.7,81,2.48,9,0.28
6aa3e78b,2019-2020,ENG,1. Premier League,6th,Tottenham,19,3.8,4,1.05,1,0.26
6adbc307,2019-2020,ENG,1. Premier League,11th,Southampton,25,27.2,16,0.59,3,0.11
6b47c5db,2019-2020,ENG,1. Premier League,5th,Leicester City,22,29.7,39,1.31,4,0.13
6bb2c084,2019-2020,ESP,1. La Liga,5th,Villarreal,23,28.7,57,1.99,7,0.24
6bba916f,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,19,2,3,1.53,1,0.51
6bd5cd5d,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,17.7,14,0.79,0,0
6bd603db,2019-2020,ENG,1. Premier League,12th,Everton,23,1.5,0,0,0,0
6c203af0,2019-2020,ENG,1. Premier League,15th,Brighton,22,14,11,0.79,0,0
6c6a3300,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,23,25.2,86,3.42,10,0.4
6c7762c3,2019-2020,ENG,1. Premier League,6th,Tottenham,21,0.8,1,1.32,0,0
6c811eb7,2019-2020,ESP,1. La Liga,2nd,Barcelona,21,1.9,2,1.05,1,0.52
6c811eb7,2019-2020,ESP,1. La Liga,15th,Betis,21,8.2,13,1.59,1,0.12
6ca5ec4b,2019-2020,ENG,1. Premier League,12th,Everton,23,17.7,44,2.48,2,0.11
6cafd68d,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,7.8,6,0.77,2,0.26
6cc47ae1,2019-2020,ENG,1. Premier League,15th,Brighton,25,1,1,1.05,0,0
6cc47ae1,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,25,5.9,11,1.87,2,0.34
6cc97b6a,2019-2020,ITA,1. Serie A,11th,Parma,24,7.1,10,1.4,2,0.28
6cdd8245,2019-2020,ENG,1. Premier League,19th,Watford,29,10.8,31,2.87,1,0.09
6ce1f46f,2019-2020,ESP,1. La Liga,1st,Real Madrid,29,29.5,105,3.56,7,0.24
6d5701f2,2019-2020,ENG,1. Premier League,12th,Everton,24,25.4,15,0.59,2,0.08
6d8f8441,2019-2020,ESP,1. La Liga,12th,Levante,32,11,17,1.55,0,0
6e058f06,2019-2020,ITA,1. Serie A,8th,Sassuolo,19,2.9,12,4.09,0,0
6e33125f,2019-2020,ENG,1. Premier League,11th,Southampton,20,3.1,3,0.97,1,0.32
6e4df551,2019-2020,ITA,1. Serie A,3rd,Atalanta,31,31.6,203,6.43,32,1.01
6eaed4eb,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,28,4.9,1,0.2,0,0
6ec6fde0,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,24,12.7,4,0.32,0,0
6ecbddf6,2019-2020,GER,1. Bundesliga,15th,Augsburg,20,28.1,61,2.17,5,0.18
6eee05f1,2019-2020,ITA,1. Serie A,3rd,Atalanta,26,30.9,26,0.84,1,0.03
6f51e382,2019-2020,ESP,1. La Liga,2nd,Barcelona,27,36,6,0.17,2,0.06
6f5ead86,2019-2020,ITA,1. Serie A,11th,Parma,25,26.9,63,2.34,11,0.41
6f5f82c0,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,7.9,14,1.76,0,0
6f7d826d,2019-2020,ENG,1. Premier League,17th,Aston Villa,21,29,44,1.52,3,0.1
6fe90922,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,13.4,39,2.91,7,0.52
70678132,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,7.5,16,2.15,2,0.27
70678132,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,3.5,1,0.29,0,0
70d74ece,2019-2020,ESP,1. La Liga,1st,Real Madrid,31,34.9,118,3.38,17,0.49
70dcf94d,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,19.1,45,2.35,4,0.21
70f8e0bd,2019-2020,ESP,1. La Liga,19th,Mallorca,31,33.8,78,2.31,9,0.27
7111d552,2019-2020,ESP,1. La Liga,1st,Real Madrid,19,15.2,54,3.56,6,0.4
719384c1,2019-2020,ESP,1. La Liga,7th,Granada,31,10.8,36,3.33,6,0.55
71b47ab9,2019-2020,ESP,1. La Liga,19th,Mallorca,20,16.5,42,2.54,6,0.36
71dc23da,2019-2020,ITA,1. Serie A,17th,Genoa,22,19.1,36,1.89,5,0.26
71ef519e,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,14.6,44,3.01,2,0.14
7242b495,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,27,22.9,36,1.58,2,0.09
72a99e38,2019-2020,ESP,1. La Liga,15th,Betis,27,8.7,20,2.29,0,0
73000a79,2019-2020,GER,1. Bundesliga,5th,Leverkusen,24,10.1,16,1.58,1,0.1
7314bba4,2019-2020,ENG,1. Premier League,15th,Brighton,27,13.8,5,0.36,0,0
73683fa9,2019-2020,ESP,1. La Liga,20th,Espanyol,37,35.9,5,0.14,1,0.03
74419746,2019-2020,ITA,1. Serie A,2nd,Inter,35,35,5,0.14,1,0.03
7460ca0d,2019-2020,ESP,1. La Liga,9th,Valencia,30,33.6,107,3.18,11,0.33
74b2cd7e,2019-2020,ENG,1. Premier League,16th,West Ham,31,31,10,0.32,0,0
74e12f1e,2019-2020,ENG,1. Premier League,10th,Burnley,30,29,24,0.83,2,0.07
75645f0e,2019-2020,ESP,1. La Liga,15th,Betis,26,21.4,27,1.26,4,0.19
758dd7f0,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,17.8,14,0.79,3,0.17
75a72a99,2019-2020,ENG,1. Premier League,5th,Leicester City,25,28,59,2.11,8,0.29
75b86fb3,2019-2020,ITA,1. Serie A,2nd,Inter,20,21.3,31,1.45,2,0.09
75bd85ea,2019-2020,ESP,1. La Liga,19th,Mallorca,35,28.5,95,3.33,5,0.18
75f2c59f,2019-2020,ENG,1. Premier League,19th,Watford,28,18.3,42,2.29,1,0.05
76b2817e,2019-2020,GER,1. Bundesliga,14th,Köln,24,25.9,40,1.55,4,0.15
76eca7e2,2019-2020,ENG,1. Premier League,14th,Crystal Palace,32,3,1,0.33,0,0
774cf58b,2019-2020,ENG,1. Premier League,20th,Norwich City,19,36,55,1.53,3,0.08
77cf6852,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,24,11.3,4,0.35,1,0.09
77e84962,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,28,19.7,57,2.9,8,0.41
780e3631,2019-2020,ITA,1. Serie A,9th,Hellas Verona,22,27.7,49,1.77,3,0.11
78841da9,2019-2020,ITA,1. Serie A,7th,Napoli,32,24.1,98,4.06,9,0.37
79083382,2019-2020,ITA,1. Serie A,5th,Roma,28,1.5,0,0,0,0
792ffa71,2019-2020,GER,1. Bundesliga,14th,Köln,17,0.2,0,0,0,0
79300479,2019-2020,ESP,1. La Liga,6th,Real Sociedad,20,28.1,116,4.13,15,0.53
79443529,2019-2020,ITA,1. Serie A,10th,Fiorentina,19,16.7,38,2.28,1,0.06
7956236f,2019-2020,ENG,1. Premier League,8th,Arsenal,26,8.6,0,0,0,0
79b0d6a0,2019-2020,ENG,1. Premier League,7th,Wolves,31,38,4,0.11,0,0
79c0821a,2019-2020,ENG,1. Premier League,4th,Chelsea,25,23,64,2.78,7,0.3
79c84d1c,2019-2020,ENG,1. Premier League,16th,West Ham,22,10.2,28,2.75,5,0.49
79c90e45,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,27.5,62,2.26,8,0.29
79ca3e23,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,5,17,3.42,2,0.4
79ca3e23,2019-2020,ENG,1. Premier League,20th,Norwich City,24,8,26,3.23,2,0.25
7a11550b,2019-2020,ENG,1. Premier League,1st,Liverpool,22,22.3,16,0.72,4,0.18
7a1f2c08,2019-2020,ENG,1. Premier League,14th,Crystal Palace,22,8.5,5,0.59,0,0
7a2e46a8,2019-2020,ENG,1. Premier League,1st,Liverpool,26,28.3,4,0.14,1,0.04
7a538238,2019-2020,ESP,1. La Liga,7th,Granada,29,8,12,1.5,0,0
7b075c75,2019-2020,ITA,1. Serie A,17th,Genoa,27,7.1,1,0.14,0,0
7b4de647,2019-2020,ITA,1. Serie A,6th,Milan,32,1.4,0,0,0,0
7b5ab7f2,2019-2020,ESP,1. La Liga,18th,Leganés,18,6.2,23,3.71,1,0.16
7b5ab7f2,2019-2020,ESP,1. La Liga,4th,Sevilla,18,0.7,2,2.77,0,0
7b5f516f,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,0.1,0,0,0,0
7ba1f1ef,2019-2020,ITA,1. Serie A,3rd,Atalanta,20,0.2,0,0,0,0
7ba6d84e,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,28,38,2,0.05,0,0
7c104bb7,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,3.4,13,3.79,0,0
7c3ed041,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,1.5,0,0,0,0
7c473e12,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,28,27.1,6,0.22,1,0.04
7c56da38,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,21.4,107,5,22,1.03
7d2d3329,2019-2020,ENG,1. Premier League,5th,Leicester City,21,9.9,12,1.21,1,0.1
7d3e7da6,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,1,0,0,0,0
7d50454d,2019-2020,ITA,1. Serie A,14th,Cagliari,29,13.8,6,0.43,1,0.07
7dcf86f6,2019-2020,ESP,1. La Liga,17th,Celta Vigo,31,36.2,107,2.95,12,0.33
7eb97a8e,2019-2020,ITA,1. Serie A,12th,Bologna,27,25.2,105,4.16,11,0.44
7ec7738e,2019-2020,ITA,1. Serie A,14th,Cagliari,24,3.9,6,1.55,0,0
7ed4921e,2019-2020,ITA,1. Serie A,13th,Udinese,25,28.6,11,0.38,0,0
7edfbb8a,2019-2020,ENG,1. Premier League,4th,Chelsea,21,14.3,14,0.98,0,0
7f203b54,2019-2020,ESP,1. La Liga,8th,Getafe,27,3.4,1,0.29,0,0
7f267d66,2019-2020,ITA,1. Serie A,14th,Cagliari,23,0,0,0,0,0
7f267d66,2019-2020,ITA,1. Serie A,18th,Lecce,23,8,14,1.76,1,0.13
7f3b388c,2019-2020,ENG,1. Premier League,1st,Liverpool,25,23.1,34,1.47,3,0.13
7f4c7c9f,2019-2020,ESP,1. La Liga,12th,Levante,30,27,37,1.37,5,0.19
7f609bfc,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,22,25.6,23,0.9,2,0.08
7f78ad23,2019-2020,ITA,1. Serie A,6th,Milan,26,4.3,5,1.17,0,0
7fa4e703,2019-2020,GER,1. Bundesliga,2nd,Dortmund,16,3.9,16,4.06,4,1.01
7fcc71d8,2019-2020,ENG,1. Premier League,7th,Wolves,23,3.2,11,3.43,2,0.62
7fe12375,2019-2020,GER,1. Bundesliga,15th,Augsburg,32,10,1,0.1,0,0
7fe90ccd,2019-2020,ITA,1. Serie A,5th,Roma,27,5,10,1.99,3,0.6
7fec31a0,2019-2020,ENG,1. Premier League,18th,Bournemouth,29,14,18,1.28,1,0.07
801831fe,2019-2020,ITA,1. Serie A,6th,Milan,17,0.3,0,0,0,0
808d48f3,2019-2020,ESP,1. La Liga,9th,Valencia,31,15.4,18,1.17,0,0
80f36c88,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,30.4,90,2.96,9,0.3
810e3c74,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,10.4,40,3.85,4,0.39
81255c03,2019-2020,ITA,1. Serie A,14th,Cagliari,27,35,74,2.11,11,0.31
817c6964,2019-2020,ITA,1. Serie A,6th,Milan,25,6,21,3.52,2,0.34
819aa8e7,2019-2020,ENG,1. Premier League,5th,Leicester City,26,22.3,72,3.23,13,0.58
819b3158,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,22.4,75,3.34,4,0.18
81d5c497,2019-2020,ESP,1. La Liga,5th,Villarreal,18,0.9,1,1.08,0,0
81f0781e,2019-2020,ESP,1. La Liga,5th,Villarreal,27,30.5,95,3.12,17,0.56
82328faf,2019-2020,ITA,1. Serie A,5th,Roma,22,1,0,0,0,0
82927de4,2019-2020,ENG,1. Premier League,16th,West Ham,23,24.1,48,1.99,9,0.37
82b1198a,2019-2020,ITA,1. Serie A,7th,Napoli,30,16.3,2,0.12,0,0
82e34b69,2019-2020,ENG,1. Premier League,19th,Watford,31,24.7,51,2.06,5,0.2
82efe6fa,2019-2020,ITA,1. Serie A,5th,Roma,20,6.8,3,0.44,1,0.15
833fb62e,2019-2020,ESP,1. La Liga,13th,Valladolid,24,14.5,34,2.34,2,0.14
834d0be5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,13,29,2.22,2,0.15
8397a50c,2019-2020,ENG,1. Premier League,17th,Aston Villa,26,32.2,13,0.4,2,0.06
839c14e1,2019-2020,ENG,1. Premier League,8th,Arsenal,27,2.8,3,1.08,1,0.36
839c14e1,2019-2020,ENG,1. Premier League,11th,Southampton,27,14.5,24,1.65,3,0.21
83d074ff,2019-2020,ENG,1. Premier League,15th,Brighton,20,3.9,11,2.81,0,0
84399660,2019-2020,ESP,1. La Liga,15th,Betis,26,2.9,3,1.02,1,0.34
8455ad90,2019-2020,ESP,1. La Liga,9th,Valencia,18,5,13,2.58,2,0.4
